hospital_name,city,state,hospital_ownership,overall_rating,cpt_code,procedure_name,payer,gross_charge,cash_price,negotiated_rate,medicare_rate,markup_vs_medicare,payer_type,price_tier
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Blue Cross Blue Shield of Arizona,10704.73,1206.99,1484.92,612,2.43,Commercial,2: Mid (1.5-2.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Aetna,10704.73,1206.99,1934.8,612,3.16,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,UnitedHealthcare,10704.73,1206.99,1553.27,612,2.54,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Cigna,10704.73,1206.99,1456.97,612,2.38,Commercial,2: Mid (1.5-2.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Humana,10704.73,1206.99,1256.87,612,2.05,Commercial,2: Mid (1.5-2.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Medicare,10704.73,1206.99,638.2,612,1.04,Government,1: Low (<1.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Medicaid/AHCCCS,10704.73,1206.99,455.89,612,0.74,Government,1: Low (<1.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,43239,Upper GI Endoscopy,Cash/Self-Pay,10704.73,1206.99,1206.99,612,1.97,Cash,2: Mid (1.5-2.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,Blue Cross Blue Shield of Arizona,6632.66,1172.45,1363.44,492,2.77,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,Aetna,6632.66,1172.45,1365.29,492,2.77,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,UnitedHealthcare,6632.66,1172.45,1331.38,492,2.71,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,Cigna,6632.66,1172.45,1332.6,492,2.71,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,Humana,6632.66,1172.45,1417.62,492,2.88,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,Medicare,6632.66,1172.45,492.29,492,1.0,Government,1: Low (<1.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,Medicaid/AHCCCS,6632.66,1172.45,427.13,492,0.87,Government,1: Low (<1.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,45378,Colonoscopy,Cash/Self-Pay,6632.66,1172.45,1172.45,492,2.38,Cash,2: Mid (1.5-2.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,Blue Cross Blue Shield of Arizona,38812.03,5389.31,6231.65,2100,2.97,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,Aetna,38812.03,5389.31,6118.03,2100,2.91,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,UnitedHealthcare,38812.03,5389.31,4029.93,2100,1.92,Commercial,2: Mid (1.5-2.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,Cigna,38812.03,5389.31,4713.31,2100,2.24,Commercial,2: Mid (1.5-2.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,Humana,38812.03,5389.31,5869.25,2100,2.79,Commercial,3: High (2.5-3.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,Medicare,38812.03,5389.31,2196.2,2100,1.05,Government,1: Low (<1.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,Medicaid/AHCCCS,38812.03,5389.31,1624.54,2100,0.77,Government,1: Low (<1.5x Medicare)
HonorHealth Scottsdale Osborn,Scottsdale,AZ,Voluntary non-profit,4,59510,Cesarean Section,Cash/Self-Pay,38812.03,5389.31,5389.31,2100,2.57,Cash,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,Blue Cross Blue Shield of Arizona,3051.01,638.29,1489.48,446,3.34,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,Aetna,3051.01,638.29,1101.54,446,2.47,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,UnitedHealthcare,3051.01,638.29,852.57,446,1.91,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,Cigna,3051.01,638.29,1217.07,446,2.73,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,Humana,3051.01,638.29,888.64,446,1.99,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,Medicare,3051.01,638.29,438.61,446,0.98,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,Medicaid/AHCCCS,3051.01,638.29,382.21,446,0.86,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,70553,MRI Brain with Contrast,Cash/Self-Pay,3051.01,638.29,638.29,446,1.43,Cash,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,Blue Cross Blue Shield of Arizona,3726.91,611.71,896.2,312,2.87,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,Aetna,3726.91,611.71,847.98,312,2.72,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,UnitedHealthcare,3726.91,611.71,855.75,312,2.74,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,Cigna,3726.91,611.71,698.82,312,2.24,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,Humana,3726.91,611.71,786.77,312,2.52,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,Medicare,3726.91,611.71,325.75,312,1.04,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,Medicaid/AHCCCS,3726.91,611.71,234.58,312,0.75,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,71250,CT Chest,Cash/Self-Pay,3726.91,611.71,611.71,312,1.96,Cash,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,Blue Cross Blue Shield of Arizona,3658.76,798.54,1281.57,389,3.29,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,Aetna,3658.76,798.54,1117.8,389,2.87,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,UnitedHealthcare,3658.76,798.54,763.38,389,1.96,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,Cigna,3658.76,798.54,910.34,389,2.34,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,Humana,3658.76,798.54,1101.67,389,2.83,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,Medicare,3658.76,798.54,388.52,389,1.0,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,Medicaid/AHCCCS,3658.76,798.54,274.92,389,0.71,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,74177,CT Abdomen & Pelvis,Cash/Self-Pay,3658.76,798.54,798.54,389,2.05,Cash,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),Blue Cross Blue Shield of Arizona,169.49,58.51,66.67,28,2.38,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),Aetna,169.49,58.51,88.37,28,3.16,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),UnitedHealthcare,169.49,58.51,83.37,28,2.98,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),Cigna,169.49,58.51,78.15,28,2.79,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),Humana,169.49,58.51,72.06,28,2.57,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),Medicare,169.49,58.51,26.92,28,0.96,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),Medicaid/AHCCCS,169.49,58.51,24.42,28,0.87,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,93000,Electrocardiogram (ECG),Cash/Self-Pay,169.49,58.51,58.51,28,2.09,Cash,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),Blue Cross Blue Shield of Arizona,132.92,12.87,34.32,11,3.12,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),Aetna,132.92,12.87,33.22,11,3.02,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),UnitedHealthcare,132.92,12.87,26.57,11,2.42,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),Cigna,132.92,12.87,24.36,11,2.21,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),Humana,132.92,12.87,32.39,11,2.94,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),Medicare,132.92,12.87,10.95,11,1.0,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),Medicaid/AHCCCS,132.92,12.87,9.87,11,0.9,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,85025,Complete Blood Count (CBC),Cash/Self-Pay,132.92,12.87,12.87,11,1.17,Cash,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,Blue Cross Blue Shield of Arizona,175.46,15.76,31.99,14,2.28,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,Aetna,175.46,15.76,41.81,14,2.99,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,UnitedHealthcare,175.46,15.76,38.52,14,2.75,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,Cigna,175.46,15.76,30.87,14,2.21,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,Humana,175.46,15.76,43.12,14,3.08,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,Medicare,175.46,15.76,13.58,14,0.97,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,Medicaid/AHCCCS,175.46,15.76,10.32,14,0.74,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,80053,Comprehensive Metabolic Panel,Cash/Self-Pay,175.46,15.76,15.76,14,1.13,Cash,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,Blue Cross Blue Shield of Arizona,40.94,5.44,7.19,3,2.4,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,Aetna,40.94,5.44,9.48,3,3.16,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,UnitedHealthcare,40.94,5.44,6.94,3,2.31,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,Cigna,40.94,5.44,6.31,3,2.1,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,Humana,40.94,5.44,6.83,3,2.28,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,Medicare,40.94,5.44,3.1,3,1.03,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,Medicaid/AHCCCS,40.94,5.44,2.38,3,0.79,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,36415,Blood Draw,Cash/Self-Pay,40.94,5.44,5.44,3,1.81,Cash,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),Blue Cross Blue Shield of Arizona,1006.15,188.36,376.82,115,3.28,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),Aetna,1006.15,188.36,249.59,115,2.17,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),UnitedHealthcare,1006.15,188.36,323.12,115,2.81,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),Cigna,1006.15,188.36,332.61,115,2.89,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),Humana,1006.15,188.36,307.22,115,2.67,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),Medicare,1006.15,188.36,115.15,115,1.0,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),Medicaid/AHCCCS,1006.15,188.36,87.52,115,0.76,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99213,Office Visit (Established Patient),Cash/Self-Pay,1006.15,188.36,188.36,115,1.64,Cash,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),Blue Cross Blue Shield of Arizona,1380.72,210.65,482.69,186,2.6,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),Aetna,1380.72,210.65,430.1,186,2.31,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),UnitedHealthcare,1380.72,210.65,527.77,186,2.84,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),Cigna,1380.72,210.65,550.91,186,2.96,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),Humana,1380.72,210.65,533.06,186,2.87,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),Medicare,1380.72,210.65,194.61,186,1.05,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),Medicaid/AHCCCS,1380.72,210.65,157.23,186,0.85,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,99283,Emergency Dept Visit (Moderate),Cash/Self-Pay,1380.72,210.65,210.65,186,1.13,Cash,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,Blue Cross Blue Shield of Arizona,13223.35,3208.49,4105.56,1600,2.57,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,Aetna,13223.35,3208.49,3223.82,1600,2.01,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,UnitedHealthcare,13223.35,3208.49,2972.43,1600,1.86,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,Cigna,13223.35,3208.49,3364.26,1600,2.1,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,Humana,13223.35,3208.49,4041.18,1600,2.53,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,Medicare,13223.35,3208.49,1653.02,1600,1.03,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,Medicaid/AHCCCS,13223.35,3208.49,1311.67,1600,0.82,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27447,Total Knee Replacement,Cash/Self-Pay,13223.35,3208.49,3208.49,1600,2.01,Cash,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,Blue Cross Blue Shield of Arizona,10089.88,1852.52,5225.99,1545,3.38,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,Aetna,10089.88,1852.52,3677.62,1545,2.38,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,UnitedHealthcare,10089.88,1852.52,3951.44,1545,2.56,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,Cigna,10089.88,1852.52,4069.48,1545,2.63,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,Humana,10089.88,1852.52,3067.01,1545,1.99,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,Medicare,10089.88,1852.52,1523.66,1545,0.99,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,Medicaid/AHCCCS,10089.88,1852.52,1227.5,1545,0.79,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,27130,Total Hip Replacement,Cash/Self-Pay,10089.88,1852.52,1852.52,1545,1.2,Cash,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,Blue Cross Blue Shield of Arizona,3609.44,764.78,1566.63,612,2.56,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,Aetna,3609.44,764.78,1376.02,612,2.25,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,UnitedHealthcare,3609.44,764.78,1350.46,612,2.21,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,Cigna,3609.44,764.78,1293.29,612,2.11,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,Humana,3609.44,764.78,1678.54,612,2.74,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,Medicare,3609.44,764.78,589.45,612,0.96,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,Medicaid/AHCCCS,3609.44,764.78,462.03,612,0.75,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,43239,Upper GI Endoscopy,Cash/Self-Pay,3609.44,764.78,764.78,612,1.25,Cash,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,Blue Cross Blue Shield of Arizona,4469.88,766.81,1345.29,492,2.73,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,Aetna,4469.88,766.81,1468.84,492,2.99,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,UnitedHealthcare,4469.88,766.81,1290.96,492,2.62,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,Cigna,4469.88,766.81,1464.45,492,2.98,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,Humana,4469.88,766.81,1148.48,492,2.33,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,Medicare,4469.88,766.81,467.9,492,0.95,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,Medicaid/AHCCCS,4469.88,766.81,406.99,492,0.83,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,45378,Colonoscopy,Cash/Self-Pay,4469.88,766.81,766.81,492,1.56,Cash,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,Blue Cross Blue Shield of Arizona,29029.05,3712.04,7005.2,2100,3.34,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,Aetna,29029.05,3712.04,4229.5,2100,2.01,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,UnitedHealthcare,29029.05,3712.04,5187.78,2100,2.47,Commercial,2: Mid (1.5-2.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,Cigna,29029.05,3712.04,6037.2,2100,2.87,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,Humana,29029.05,3712.04,6151.06,2100,2.93,Commercial,3: High (2.5-3.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,Medicare,29029.05,3712.04,2085.51,2100,0.99,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,Medicaid/AHCCCS,29029.05,3712.04,1603.92,2100,0.76,Government,1: Low (<1.5x Medicare)
Valleywise Health Medical Center,Phoenix,AZ,Government - Local,2,59510,Cesarean Section,Cash/Self-Pay,29029.05,3712.04,3712.04,2100,1.77,Cash,2: Mid (1.5-2.5x Medicare)
Banner Gateway Medical Center,Gilbert,AZ,Voluntary non-profit,4,70553,MRI Brain with Contrast,Blue Cross Blue Shield of Arizona,6222.74,1231.06,1390.3,446,3.12,Commercial,3: High (2.5-3.5x Medicare)
Banner Gateway Medical Center,Gilbert,AZ,Voluntary non-profit,4,70553,MRI Brain with Contrast,Aetna,6222.74,1231.06,1077.11,446,2.42,Commercial,2: Mid (1.5-2.5x Medicare)
Banner Gateway Medical Center,Gilbert,AZ,Voluntary non-profit,4,70553,MRI Brain with Contrast,UnitedHealthcare,6222.74,1231.06,1022.03,446,2.29,Commercial,2: Mid (1.5-2.5x Medicare)
Banner Gateway Medical Center,Gilbert,AZ,Voluntary non-profit,4,70553,MRI Brain with Contrast,Cigna,6222.74,1231.06,1155.23,446,2.59,Commercial,3: High (2.5-3.5x Medicare)
Banner Gateway Medical Center,Gilbert,AZ,Voluntary non-profit,4,70553,MRI Brain with Contrast,Humana,6222.74,1231.06,1053.03,446,2.36,Commercial,2: Mid (1.5-2.5x Medicare)
Banner Gateway Medical Center,Gilbert,AZ,Voluntary non-profit,4,70553,MRI Brain with Contrast,Medicare,6222.74,1231.06,425.08,446,0.95,Government,1: Low (<1.5x Medicare)
